变量名,equip_id,stage,costGold,costItemMap
26058,11322,8,40000,{5014=5;5015=5;5013=5;100=2}
26059,11322,9,50000,{5014=6;5015=6;5013=6;100=4}
26060,11322,10,60000,{5016=8;5017=8;5018=8;100=4}
26061,11322,11,80000,{5016=10;5017=10;5018=10;100=6}
26062,11322,12,100000,{5021=16;5020=16;5019=16;100=6}
26063,11322,13,120000,{5021=24;5020=24;5019=24;100=9}
26064,11322,14,140000,{5024=36;5023=36;5022=36;100=12}
26065,11322,15,160000,{5024=54;5023=54;5022=54;100=18}
26066,11322,16,180000,{5025=72;5026=72;5027=72;100=24}
26067,11322,17,200000,{5028=100;5030=100;5029=100;100=30}
26068,11322,18,220000,{5032=150;5031=150;5033=150;100=36}
26069,11322,19,240000,{5034=200;5035=200;5036=200;100=42}
26070,11322,20,260000,{5037=220;5039=220;5038=220;100=48}
26071,11322,21,300000,{5040=240;5042=240;5041=240;100=54}
26072,11322,22,350000,{5043=260;5045=260;5044=260;100=60}
26073,11322,23,400000,{5048=280;5047=280;5046=280;100=66}
26074,11322,24,450000,{5049=300;5050=300;5051=300;100=72}
26075,11322,25,500000,{5053=320;5054=320;5052=320;100=78}
26076,11322,26,550000,{5055=340;5057=340;100=84;5056=340}
26077,11322,27,600000,{5058=360;5059=360;100=90;5060=360}
26078,11322,28,650000,{5061=380;5063=380;100=96;5062=380}
26079,11322,29,700000,{5064=400;5065=400;100=102;5066=400}
26080,11322,30,750000,{5064=420;5065=420;100=108;5066=420}
26081,11322,31,800000,{5070=880;5072=880;100=114;5071=880}
26082,11322,32,850000,{5075=920;100=120;5073=920;5074=920}
26083,11322,33,900000,{5077=960;5078=960;100=126;5076=960}
26084,11322,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
26085,11322,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
26086,11322,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
26087,11322,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
26088,11322,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
26089,11322,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
26090,11322,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
26091,11322,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
26092,11322,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
26093,11322,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
26101,11323,1,5000,{100=1}
26102,11323,2,10000,{100=1}
26103,11323,3,15000,{100=1}
26104,11323,4,20000,{5005=2;5004=2;5006=2;100=1}
26105,11323,5,25000,{5009=2;5007=2;5008=2;100=1}
26106,11323,6,30000,{5010=3;5012=3;5011=3;100=1}
26107,11323,7,35000,{5010=4;5012=4;5011=4;100=2}
26108,11323,8,40000,{5014=5;5015=5;5013=5;100=2}
26109,11323,9,50000,{5014=6;5015=6;5013=6;100=4}
26110,11323,10,60000,{5016=8;5017=8;5018=8;100=4}
26111,11323,11,80000,{5016=10;5017=10;5018=10;100=6}
26112,11323,12,100000,{5021=16;5020=16;5019=16;100=6}
26113,11323,13,120000,{5021=24;5020=24;5019=24;100=9}
26114,11323,14,140000,{5024=36;5023=36;5022=36;100=12}
26115,11323,15,160000,{5024=54;5023=54;5022=54;100=18}
26116,11323,16,180000,{5025=72;5026=72;5027=72;100=24}
26117,11323,17,200000,{5028=100;5030=100;5029=100;100=30}
26118,11323,18,220000,{5032=150;5031=150;5033=150;100=36}
26119,11323,19,240000,{5034=200;5035=200;5036=200;100=42}
26120,11323,20,260000,{5037=220;5039=220;5038=220;100=48}
26121,11323,21,300000,{5040=240;5042=240;5041=240;100=54}
26122,11323,22,350000,{5043=260;5045=260;5044=260;100=60}
26123,11323,23,400000,{5048=280;5047=280;5046=280;100=66}
26124,11323,24,450000,{5049=300;5050=300;5051=300;100=72}
26125,11323,25,500000,{5053=320;5054=320;5052=320;100=78}
26126,11323,26,550000,{5055=340;5057=340;100=84;5056=340}
26127,11323,27,600000,{5058=360;5059=360;100=90;5060=360}
26128,11323,28,650000,{5061=380;5063=380;100=96;5062=380}
26129,11323,29,700000,{5064=400;5065=400;100=102;5066=400}
26130,11323,30,750000,{5064=420;5065=420;100=108;5066=420}
26131,11323,31,800000,{5070=880;5072=880;100=114;5071=880}
26132,11323,32,850000,{5075=920;100=120;5073=920;5074=920}
26133,11323,33,900000,{5077=960;5078=960;100=126;5076=960}
26134,11323,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
26135,11323,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
26136,11323,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
26137,11323,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
26138,11323,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
26139,11323,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
26140,11323,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
26141,11323,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
26142,11323,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
26143,11323,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
26151,11324,1,5000,{100=1}
26152,11324,2,10000,{100=1}
26153,11324,3,15000,{100=1}
26154,11324,4,20000,{5005=2;5004=2;5006=2;100=1}
26155,11324,5,25000,{5009=2;5007=2;5008=2;100=1}
26156,11324,6,30000,{5010=3;5012=3;5011=3;100=1}
26157,11324,7,35000,{5010=4;5012=4;5011=4;100=2}
26158,11324,8,40000,{5014=5;5015=5;5013=5;100=2}
26159,11324,9,50000,{5014=6;5015=6;5013=6;100=4}
26160,11324,10,60000,{5016=8;5017=8;5018=8;100=4}
26161,11324,11,80000,{5016=10;5017=10;5018=10;100=6}
26162,11324,12,100000,{5021=16;5020=16;5019=16;100=6}
26163,11324,13,120000,{5021=24;5020=24;5019=24;100=9}
26164,11324,14,140000,{5024=36;5023=36;5022=36;100=12}
26165,11324,15,160000,{5024=54;5023=54;5022=54;100=18}
26166,11324,16,180000,{5025=72;5026=72;5027=72;100=24}
26167,11324,17,200000,{5028=100;5030=100;5029=100;100=30}
26168,11324,18,220000,{5032=150;5031=150;5033=150;100=36}
26169,11324,19,240000,{5034=200;5035=200;5036=200;100=42}
26170,11324,20,260000,{5037=220;5039=220;5038=220;100=48}
26171,11324,21,300000,{5040=240;5042=240;5041=240;100=54}
26172,11324,22,350000,{5043=260;5045=260;5044=260;100=60}
26173,11324,23,400000,{5048=280;5047=280;5046=280;100=66}
26174,11324,24,450000,{5049=300;5050=300;5051=300;100=72}
26175,11324,25,500000,{5053=320;5054=320;5052=320;100=78}
26176,11324,26,550000,{5055=340;5057=340;100=84;5056=340}
26177,11324,27,600000,{5058=360;5059=360;100=90;5060=360}
26178,11324,28,650000,{5061=380;5063=380;100=96;5062=380}
26179,11324,29,700000,{5064=400;5065=400;100=102;5066=400}
26180,11324,30,750000,{5064=420;5065=420;100=108;5066=420}
26181,11324,31,800000,{5070=880;5072=880;100=114;5071=880}
26182,11324,32,850000,{5075=920;100=120;5073=920;5074=920}
26183,11324,33,900000,{5077=960;5078=960;100=126;5076=960}
26184,11324,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
26185,11324,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
26186,11324,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
26187,11324,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
26188,11324,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
26189,11324,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
26190,11324,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
26191,11324,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
26192,11324,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
26193,11324,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
26501,11331,1,5000,{100=1}
26502,11331,2,10000,{100=1}
26503,11331,3,15000,{100=1}
26504,11331,4,20000,{5005=2;5004=2;5006=2;100=1}
26505,11331,5,25000,{5009=2;5007=2;5008=2;100=1}
26506,11331,6,30000,{5010=3;5012=3;5011=3;100=1}
26507,11331,7,35000,{5010=4;5012=4;5011=4;100=2}
26508,11331,8,40000,{5014=5;5015=5;5013=5;100=2}
26509,11331,9,50000,{5014=6;5015=6;5013=6;100=4}
26510,11331,10,60000,{5016=8;5017=8;5018=8;100=4}
26511,11331,11,80000,{5016=10;5017=10;5018=10;100=6}
26512,11331,12,100000,{5021=16;5020=16;5019=16;100=6}
26513,11331,13,120000,{5021=24;5020=24;5019=24;100=9}
26514,11331,14,140000,{5024=36;5023=36;5022=36;100=12}
26515,11331,15,160000,{5024=54;5023=54;5022=54;100=18}
26516,11331,16,180000,{5025=72;5026=72;5027=72;100=24}
26517,11331,17,200000,{5028=100;5030=100;5029=100;100=30}
26518,11331,18,220000,{5032=150;5031=150;5033=150;100=36}
26519,11331,19,240000,{5034=200;5035=200;5036=200;100=42}
26520,11331,20,260000,{5037=220;5039=220;5038=220;100=48}
26521,11331,21,300000,{5040=240;5042=240;5041=240;100=54}
26522,11331,22,350000,{5043=260;5045=260;5044=260;100=60}
26523,11331,23,400000,{5048=280;5047=280;5046=280;100=66}
26524,11331,24,450000,{5049=300;5050=300;5051=300;100=72}
26525,11331,25,500000,{5053=320;5054=320;5052=320;100=78}
26526,11331,26,550000,{5055=340;5057=340;100=84;5056=340}
26527,11331,27,600000,{5058=360;5059=360;100=90;5060=360}
26528,11331,28,650000,{5061=380;5063=380;100=96;5062=380}
26529,11331,29,700000,{5064=400;5065=400;100=102;5066=400}
26530,11331,30,750000,{5064=420;5065=420;100=108;5066=420}
26531,11331,31,800000,{5070=880;5072=880;100=114;5071=880}
26532,11331,32,850000,{5075=920;100=120;5073=920;5074=920}
26533,11331,33,900000,{5077=960;5078=960;100=126;5076=960}
26534,11331,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
26535,11331,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
26536,11331,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
26537,11331,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
26538,11331,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
26539,11331,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
26540,11331,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
26541,11331,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
26542,11331,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
26543,11331,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
26551,11332,1,5000,{100=1}
26552,11332,2,10000,{100=1}
26553,11332,3,15000,{100=1}
26554,11332,4,20000,{5005=2;5004=2;5006=2;100=1}
26555,11332,5,25000,{5009=2;5007=2;5008=2;100=1}
26556,11332,6,30000,{5010=3;5012=3;5011=3;100=1}
26557,11332,7,35000,{5010=4;5012=4;5011=4;100=2}
26558,11332,8,40000,{5014=5;5015=5;5013=5;100=2}
26559,11332,9,50000,{5014=6;5015=6;5013=6;100=4}
26560,11332,10,60000,{5016=8;5017=8;5018=8;100=4}
26561,11332,11,80000,{5016=10;5017=10;5018=10;100=6}
26562,11332,12,100000,{5021=16;5020=16;5019=16;100=6}
26563,11332,13,120000,{5021=24;5020=24;5019=24;100=9}
26564,11332,14,140000,{5024=36;5023=36;5022=36;100=12}
26565,11332,15,160000,{5024=54;5023=54;5022=54;100=18}
26566,11332,16,180000,{5025=72;5026=72;5027=72;100=24}
26567,11332,17,200000,{5028=100;5030=100;5029=100;100=30}
26568,11332,18,220000,{5032=150;5031=150;5033=150;100=36}
26569,11332,19,240000,{5034=200;5035=200;5036=200;100=42}
26570,11332,20,260000,{5037=220;5039=220;5038=220;100=48}
26571,11332,21,300000,{5040=240;5042=240;5041=240;100=54}
26572,11332,22,350000,{5043=260;5045=260;5044=260;100=60}
26573,11332,23,400000,{5048=280;5047=280;5046=280;100=66}
26574,11332,24,450000,{5049=300;5050=300;5051=300;100=72}
26575,11332,25,500000,{5053=320;5054=320;5052=320;100=78}
26576,11332,26,550000,{5055=340;5057=340;100=84;5056=340}
26577,11332,27,600000,{5058=360;5059=360;100=90;5060=360}
26578,11332,28,650000,{5061=380;5063=380;100=96;5062=380}
26579,11332,29,700000,{5064=400;5065=400;100=102;5066=400}
26580,11332,30,750000,{5064=420;5065=420;100=108;5066=420}
26581,11332,31,800000,{5070=880;5072=880;100=114;5071=880}
26582,11332,32,850000,{5075=920;100=120;5073=920;5074=920}
26583,11332,33,900000,{5077=960;5078=960;100=126;5076=960}
26584,11332,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
26585,11332,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
26586,11332,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
26587,11332,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
26588,11332,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
26589,11332,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
26590,11332,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
26591,11332,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
26592,11332,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
26593,11332,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
26601,11333,1,5000,{100=1}
26602,11333,2,10000,{100=1}
26603,11333,3,15000,{100=1}
26604,11333,4,20000,{5005=2;5004=2;5006=2;100=1}
26605,11333,5,25000,{5009=2;5007=2;5008=2;100=1}
26606,11333,6,30000,{5010=3;5012=3;5011=3;100=1}
26607,11333,7,35000,{5010=4;5012=4;5011=4;100=2}
26608,11333,8,40000,{5014=5;5015=5;5013=5;100=2}
26609,11333,9,50000,{5014=6;5015=6;5013=6;100=4}
26610,11333,10,60000,{5016=8;5017=8;5018=8;100=4}
26611,11333,11,80000,{5016=10;5017=10;5018=10;100=6}
26612,11333,12,100000,{5021=16;5020=16;5019=16;100=6}
26613,11333,13,120000,{5021=24;5020=24;5019=24;100=9}
26614,11333,14,140000,{5024=36;5023=36;5022=36;100=12}
26615,11333,15,160000,{5024=54;5023=54;5022=54;100=18}
26616,11333,16,180000,{5025=72;5026=72;5027=72;100=24}
26617,11333,17,200000,{5028=100;5030=100;5029=100;100=30}
26618,11333,18,220000,{5032=150;5031=150;5033=150;100=36}
26619,11333,19,240000,{5034=200;5035=200;5036=200;100=42}
26620,11333,20,260000,{5037=220;5039=220;5038=220;100=48}
26621,11333,21,300000,{5040=240;5042=240;5041=240;100=54}
26622,11333,22,350000,{5043=260;5045=260;5044=260;100=60}
26623,11333,23,400000,{5048=280;5047=280;5046=280;100=66}
26624,11333,24,450000,{5049=300;5050=300;5051=300;100=72}
26625,11333,25,500000,{5053=320;5054=320;5052=320;100=78}
26626,11333,26,550000,{5055=340;5057=340;100=84;5056=340}
26627,11333,27,600000,{5058=360;5059=360;100=90;5060=360}
26628,11333,28,650000,{5061=380;5063=380;100=96;5062=380}
26629,11333,29,700000,{5064=400;5065=400;100=102;5066=400}
26630,11333,30,750000,{5064=420;5065=420;100=108;5066=420}
26631,11333,31,800000,{5070=880;5072=880;100=114;5071=880}
26632,11333,32,850000,{5075=920;100=120;5073=920;5074=920}
26633,11333,33,900000,{5077=960;5078=960;100=126;5076=960}
26634,11333,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
26635,11333,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
26636,11333,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
26637,11333,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
26638,11333,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
26639,11333,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
26640,11333,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
26641,11333,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
26642,11333,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
26643,11333,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
26651,11334,1,5000,{100=1}
26652,11334,2,10000,{100=1}
26653,11334,3,15000,{100=1}
26654,11334,4,20000,{5005=2;5004=2;5006=2;100=1}
26655,11334,5,25000,{5009=2;5007=2;5008=2;100=1}
26656,11334,6,30000,{5010=3;5012=3;5011=3;100=1}
26657,11334,7,35000,{5010=4;5012=4;5011=4;100=2}
26658,11334,8,40000,{5014=5;5015=5;5013=5;100=2}
26659,11334,9,50000,{5014=6;5015=6;5013=6;100=4}
26660,11334,10,60000,{5016=8;5017=8;5018=8;100=4}
26661,11334,11,80000,{5016=10;5017=10;5018=10;100=6}
26662,11334,12,100000,{5021=16;5020=16;5019=16;100=6}
26663,11334,13,120000,{5021=24;5020=24;5019=24;100=9}
26664,11334,14,140000,{5024=36;5023=36;5022=36;100=12}
26665,11334,15,160000,{5024=54;5023=54;5022=54;100=18}
26666,11334,16,180000,{5025=72;5026=72;5027=72;100=24}
26667,11334,17,200000,{5028=100;5030=100;5029=100;100=30}
26668,11334,18,220000,{5032=150;5031=150;5033=150;100=36}
26669,11334,19,240000,{5034=200;5035=200;5036=200;100=42}
26670,11334,20,260000,{5037=220;5039=220;5038=220;100=48}
26671,11334,21,300000,{5040=240;5042=240;5041=240;100=54}
26672,11334,22,350000,{5043=260;5045=260;5044=260;100=60}
26673,11334,23,400000,{5048=280;5047=280;5046=280;100=66}
26674,11334,24,450000,{5049=300;5050=300;5051=300;100=72}
26675,11334,25,500000,{5053=320;5054=320;5052=320;100=78}
26676,11334,26,550000,{5055=340;5057=340;100=84;5056=340}
26677,11334,27,600000,{5058=360;5059=360;100=90;5060=360}
26678,11334,28,650000,{5061=380;5063=380;100=96;5062=380}
26679,11334,29,700000,{5064=400;5065=400;100=102;5066=400}
26680,11334,30,750000,{5064=420;5065=420;100=108;5066=420}
26681,11334,31,800000,{5070=880;5072=880;100=114;5071=880}
26682,11334,32,850000,{5075=920;100=120;5073=920;5074=920}
26683,11334,33,900000,{5077=960;5078=960;100=126;5076=960}
26684,11334,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
26685,11334,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
26686,11334,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
26687,11334,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
26688,11334,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
26689,11334,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
26690,11334,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
26691,11334,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
26692,11334,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
26693,11334,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
27001,11341,1,5000,{100=1}
27002,11341,2,10000,{100=1}
27003,11341,3,15000,{100=1}
27004,11341,4,20000,{5005=2;5004=2;5006=2;100=1}
27005,11341,5,25000,{5009=2;5007=2;5008=2;100=1}
27006,11341,6,30000,{5010=3;5012=3;5011=3;100=1}
27007,11341,7,35000,{5010=4;5012=4;5011=4;100=2}
27008,11341,8,40000,{5014=5;5015=5;5013=5;100=2}
27009,11341,9,50000,{5014=6;5015=6;5013=6;100=4}
27010,11341,10,60000,{5016=8;5017=8;5018=8;100=4}
27011,11341,11,80000,{5016=10;5017=10;5018=10;100=6}
27012,11341,12,100000,{5021=16;5020=16;5019=16;100=6}
27013,11341,13,120000,{5021=24;5020=24;5019=24;100=9}
27014,11341,14,140000,{5024=36;5023=36;5022=36;100=12}
27015,11341,15,160000,{5024=54;5023=54;5022=54;100=18}
27016,11341,16,180000,{5025=72;5026=72;5027=72;100=24}
27017,11341,17,200000,{5028=100;5030=100;5029=100;100=30}
27018,11341,18,220000,{5032=150;5031=150;5033=150;100=36}
27019,11341,19,240000,{5034=200;5035=200;5036=200;100=42}
27020,11341,20,260000,{5037=220;5039=220;5038=220;100=48}
27021,11341,21,300000,{5040=240;5042=240;5041=240;100=54}
27022,11341,22,350000,{5043=260;5045=260;5044=260;100=60}
27023,11341,23,400000,{5048=280;5047=280;5046=280;100=66}
27024,11341,24,450000,{5049=300;5050=300;5051=300;100=72}
27025,11341,25,500000,{5053=320;5054=320;5052=320;100=78}
27026,11341,26,550000,{5055=340;5057=340;100=84;5056=340}
27027,11341,27,600000,{5058=360;5059=360;100=90;5060=360}
27028,11341,28,650000,{5061=380;5063=380;100=96;5062=380}
27029,11341,29,700000,{5064=400;5065=400;100=102;5066=400}
27030,11341,30,750000,{5064=420;5065=420;100=108;5066=420}
27031,11341,31,800000,{5070=880;5072=880;100=114;5071=880}
27032,11341,32,850000,{5075=920;100=120;5073=920;5074=920}
27033,11341,33,900000,{5077=960;5078=960;100=126;5076=960}
27034,11341,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
27035,11341,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
27036,11341,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
27037,11341,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
27038,11341,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
27039,11341,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
27040,11341,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
27041,11341,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
27042,11341,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
27043,11341,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
27051,11342,1,5000,{100=1}
27052,11342,2,10000,{100=1}
27053,11342,3,15000,{100=1}
27054,11342,4,20000,{5005=2;5004=2;5006=2;100=1}
27055,11342,5,25000,{5009=2;5007=2;5008=2;100=1}
27056,11342,6,30000,{5010=3;5012=3;5011=3;100=1}
27057,11342,7,35000,{5010=4;5012=4;5011=4;100=2}
27058,11342,8,40000,{5014=5;5015=5;5013=5;100=2}
27059,11342,9,50000,{5014=6;5015=6;5013=6;100=4}
27060,11342,10,60000,{5016=8;5017=8;5018=8;100=4}
27061,11342,11,80000,{5016=10;5017=10;5018=10;100=6}
27062,11342,12,100000,{5021=16;5020=16;5019=16;100=6}
27063,11342,13,120000,{5021=24;5020=24;5019=24;100=9}
27064,11342,14,140000,{5024=36;5023=36;5022=36;100=12}
27065,11342,15,160000,{5024=54;5023=54;5022=54;100=18}
27066,11342,16,180000,{5025=72;5026=72;5027=72;100=24}
27067,11342,17,200000,{5028=100;5030=100;5029=100;100=30}
27068,11342,18,220000,{5032=150;5031=150;5033=150;100=36}
27069,11342,19,240000,{5034=200;5035=200;5036=200;100=42}
27070,11342,20,260000,{5037=220;5039=220;5038=220;100=48}
27071,11342,21,300000,{5040=240;5042=240;5041=240;100=54}
27072,11342,22,350000,{5043=260;5045=260;5044=260;100=60}
27073,11342,23,400000,{5048=280;5047=280;5046=280;100=66}
27074,11342,24,450000,{5049=300;5050=300;5051=300;100=72}
27075,11342,25,500000,{5053=320;5054=320;5052=320;100=78}
27076,11342,26,550000,{5055=340;5057=340;100=84;5056=340}
27077,11342,27,600000,{5058=360;5059=360;100=90;5060=360}
27078,11342,28,650000,{5061=380;5063=380;100=96;5062=380}
27079,11342,29,700000,{5064=400;5065=400;100=102;5066=400}
27080,11342,30,750000,{5064=420;5065=420;100=108;5066=420}
27081,11342,31,800000,{5070=880;5072=880;100=114;5071=880}
27082,11342,32,850000,{5075=920;100=120;5073=920;5074=920}
27083,11342,33,900000,{5077=960;5078=960;100=126;5076=960}
27084,11342,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
27085,11342,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
27086,11342,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
27087,11342,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
27088,11342,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
27089,11342,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
27090,11342,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
