变量名,zawakeID,_beizhu,awakeSeqID,pos,scale,awakeDes1,awakeDes1_tw,awakeDes1_en,awakeDes1_vn,awakeDes1_kr,awakeDes1_pt,awakeDes1_th,isOpen,unlockType1,unlockLimit1,unlockType2,unlockLimit2
403806,4101,,6,{},0.5,大招技能获得强化提升!,終極技能獲得強化提升！,Ultimate skill has been enhanced!,Kỹ năng tối thượng đã được tăng cường!,궁극 스킬이 강화되었습니다!,Habilidade suprema foi fortalecida!,สกิลอัลติเมตได้รับการเสริมพลัง!,1,-1,{effort=11;zawakeStage=508;equipStarSum=18;equipAwakeSum=6},-1,{}
403807,4101,,7,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=11;goodFeel=350;zawakeStage=608;advance=19},-1,{}
403808,4101,,8,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{effort=13;equipStarSum=24;zawakeStage=708;nvalueSum=160},-1,{}
421101,4111,,1,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=8;advance=13;goodFeel=100},-1,{}
421102,4111,,2,{},0.5,普攻技能获得强化提升!,普攻技能獲得強化提升！,Normal skill has been enhanced!,Kỹ năng thường đã được tăng cường!,일반 스킬이 강화되었습니다!,Habilidade normal foi fortalecida!,สกิลปกติได้รับการเสริมพลัง!,1,-1,{effort=7;zawakeStage=108;equipStarSum=6;equipAwakeSum=2},-1,{}
421103,4111,,3,{},0.5,小技能获得强化提升!,小技能獲得強化提升！,Minor skill has been enhanced!,Kỹ năng nhỏ đã được tăng cường!,소형 스킬이 강화되었습니다!,Habilidade menor foi aprimorada!,สกิลย่อยได้รับการเสริมพลัง!,1,-1,{star=9;goodFeel=180;zawakeStage=208;advance=15},-1,{}
421104,4111,,4,{},0.5,被动技能获得强化提升!,被動技能獲得強化提升！,Passive skill has been enhanced!,Kỹ năng bị động đã được tăng cường!,패시브 스킬이 강화되었습니다!,Habilidade passiva foi fortalecida!,สกิลพาสซีฟได้รับการเสริมพลัง!,1,-1,{effort=9;equipStarSum=12;zawakeStage=308;nvalueSum=160},-1,{}
421105,4111,,5,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=10;goodFeel=260;zawakeStage=408;advance=17},-1,{}
421106,4111,,6,{},0.5,大招技能获得强化提升!,終極技能獲得強化提升！,Ultimate skill has been enhanced!,Kỹ năng tối thượng đã được tăng cường!,궁극 스킬이 강화되었습니다!,Habilidade suprema foi fortalecida!,สกิลอัลติเมตได้รับการเสริมพลัง!,1,-1,{effort=11;zawakeStage=508;equipStarSum=18;equipAwakeSum=6},-1,{}
421107,4111,,7,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=11;goodFeel=350;zawakeStage=608;advance=19},-1,{}
421108,4111,,8,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{effort=13;equipStarSum=24;zawakeStage=708;nvalueSum=160},-1,{}
423001,4121,,1,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=8;advance=13;goodFeel=100},-1,{}
423002,4121,,2,{},0.5,普攻技能获得强化提升!,普攻技能獲得強化提升！,Normal skill has been enhanced!,Kỹ năng thường đã được tăng cường!,일반 스킬이 강화되었습니다!,Habilidade normal foi fortalecida!,สกิลปกติได้รับการเสริมพลัง!,1,-1,{effort=7;zawakeStage=108;equipStarSum=6;equipAwakeSum=2},-1,{}
423003,4121,,3,{},0.5,小技能获得强化提升!,小技能獲得強化提升！,Minor skill has been enhanced!,Kỹ năng nhỏ đã được tăng cường!,소형 스킬이 강화되었습니다!,Habilidade menor foi aprimorada!,สกิลย่อยได้รับการเสริมพลัง!,1,-1,{star=9;goodFeel=160;zawakeStage=208;advance=15},-1,{}
423004,4121,,4,{},0.5,被动技能获得强化提升!,被動技能獲得強化提升！,Passive skill has been enhanced!,Kỹ năng bị động đã được tăng cường!,패시브 스킬이 강화되었습니다!,Habilidade passiva foi fortalecida!,สกิลพาสซีฟได้รับการเสริมพลัง!,1,-1,{effort=9;equipStarSum=9;zawakeStage=308;nvalueSum=140},-1,{}
423005,4121,,5,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=10;goodFeel=220;zawakeStage=408;advance=16},-1,{}
423006,4121,,6,{},0.5,大招技能获得强化提升!,終極技能獲得強化提升！,Ultimate skill has been enhanced!,Kỹ năng tối thượng đã được tăng cường!,궁극 스킬이 강화되었습니다!,Habilidade suprema foi fortalecida!,สกิลอัลติเมตได้รับการเสริมพลัง!,1,-1,{effort=11;zawakeStage=508;equipStarSum=12;equipAwakeSum=4},-1,{}
423007,4121,,7,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=11;goodFeel=300;zawakeStage=608;advance=17},-1,{}
423008,4121,,8,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{effort=13;equipStarSum=15;zawakeStage=708;nvalueSum=140},-1,{}
423101,4131,,1,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=8;advance=13;goodFeel=100},-1,{}
423102,4131,,2,{},0.5,普攻技能获得强化提升!,普攻技能獲得強化提升！,Normal skill has been enhanced!,Kỹ năng thường đã được tăng cường!,일반 스킬이 강화되었습니다!,Habilidade normal foi fortalecida!,สกิลปกติได้รับการเสริมพลัง!,1,-1,{effort=7;zawakeStage=108;equipStarSum=6;equipAwakeSum=2},-1,{}
423103,4131,,3,{},0.5,小技能获得强化提升!,小技能獲得強化提升！,Minor skill has been enhanced!,Kỹ năng nhỏ đã được tăng cường!,소형 스킬이 강화되었습니다!,Habilidade menor foi aprimorada!,สกิลย่อยได้รับการเสริมพลัง!,1,-1,{star=9;goodFeel=160;zawakeStage=208;advance=15},-1,{}
423104,4131,,4,{},0.5,被动技能获得强化提升!,被動技能獲得強化提升！,Passive skill has been enhanced!,Kỹ năng bị động đã được tăng cường!,패시브 스킬이 강화되었습니다!,Habilidade passiva foi fortalecida!,สกิลพาสซีฟได้รับการเสริมพลัง!,1,-1,{effort=9;equipStarSum=9;zawakeStage=308;nvalueSum=140},-1,{}
423105,4131,,5,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=10;goodFeel=220;zawakeStage=408;advance=16},-1,{}
423106,4131,,6,{},0.5,大招技能获得强化提升!,終極技能獲得強化提升！,Ultimate skill has been enhanced!,Kỹ năng tối thượng đã được tăng cường!,궁극 스킬이 강화되었습니다!,Habilidade suprema foi fortalecida!,สกิลอัลติเมตได้รับการเสริมพลัง!,1,-1,{effort=11;zawakeStage=508;equipStarSum=12;equipAwakeSum=4},-1,{}
423107,4131,,7,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=11;goodFeel=300;zawakeStage=608;advance=17},-1,{}
423108,4131,,8,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{effort=13;equipStarSum=15;zawakeStage=708;nvalueSum=140},-1,{}
423201,4141,,1,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=8;advance=13;goodFeel=100},-1,{}
423202,4141,,2,{},0.5,普攻技能获得强化提升!,普攻技能獲得強化提升！,Normal skill has been enhanced!,Kỹ năng thường đã được tăng cường!,일반 스킬이 강화되었습니다!,Habilidade normal foi fortalecida!,สกิลปกติได้รับการเสริมพลัง!,1,-1,{effort=7;zawakeStage=108;equipStarSum=6;equipAwakeSum=2},-1,{}
423203,4141,,3,{},0.5,小技能获得强化提升!,小技能獲得強化提升！,Minor skill has been enhanced!,Kỹ năng nhỏ đã được tăng cường!,소형 스킬이 강화되었습니다!,Habilidade menor foi aprimorada!,สกิลย่อยได้รับการเสริมพลัง!,1,-1,{star=9;goodFeel=160;zawakeStage=208;advance=15},-1,{}
423204,4141,,4,{},0.5,被动技能获得强化提升!,被動技能獲得強化提升！,Passive skill has been enhanced!,Kỹ năng bị động đã được tăng cường!,패시브 스킬이 강화되었습니다!,Habilidade passiva foi fortalecida!,สกิลพาสซีฟได้รับการเสริมพลัง!,1,-1,{effort=9;equipStarSum=9;zawakeStage=308;nvalueSum=140},-1,{}
423205,4141,,5,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=10;goodFeel=220;zawakeStage=408;advance=16},-1,{}
423206,4141,,6,{},0.5,大招技能获得强化提升!,終極技能獲得強化提升！,Ultimate skill has been enhanced!,Kỹ năng tối thượng đã được tăng cường!,궁극 스킬이 강화되었습니다!,Habilidade suprema foi fortalecida!,สกิลอัลติเมตได้รับการเสริมพลัง!,1,-1,{effort=11;zawakeStage=508;equipStarSum=12;equipAwakeSum=4},-1,{}
423207,4141,,7,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=11;goodFeel=300;zawakeStage=608;advance=17},-1,{}
423208,4141,,8,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{effort=13;equipStarSum=15;zawakeStage=708;nvalueSum=140},-1,{}
423301,4151,,1,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=8;advance=13;goodFeel=100},-1,{}
423302,4151,,2,{},0.5,普攻技能获得强化提升!,普攻技能獲得強化提升！,Normal skill has been enhanced!,Kỹ năng thường đã được tăng cường!,일반 스킬이 강화되었습니다!,Habilidade normal foi fortalecida!,สกิลปกติได้รับการเสริมพลัง!,1,-1,{effort=7;zawakeStage=108;equipStarSum=6;equipAwakeSum=2},-1,{}
423303,4151,,3,{},0.5,小技能获得强化提升!,小技能獲得強化提升！,Minor skill has been enhanced!,Kỹ năng nhỏ đã được tăng cường!,소형 스킬이 강화되었습니다!,Habilidade menor foi aprimorada!,สกิลย่อยได้รับการเสริมพลัง!,1,-1,{star=9;goodFeel=160;zawakeStage=208;advance=15},-1,{}
