变量名,markID,level,addType,addScene,natureType,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6
417305,4311,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417306,4311,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
417307,4311,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
417308,4311,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
417309,4311,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
417310,4311,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
417311,4311,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417312,4311,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
417313,4321,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
417314,4321,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
417315,4321,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
417316,4321,80,2,0,2,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
417317,4321,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
417318,4321,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417319,4321,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
417320,4321,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
417321,4321,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
417322,4321,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
417323,4321,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
417324,4321,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417325,4321,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
417326,4331,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
417327,4331,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
417328,4331,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
417329,4331,80,2,0,2,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
417330,4331,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
417331,4331,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417332,4331,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
417333,4331,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
417334,4331,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
417335,4331,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
417336,4331,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
417337,4331,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417338,4331,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
417339,4341,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
417340,4341,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
417341,4341,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
417342,4341,80,2,0,2,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
417343,4341,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
417344,4341,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417345,4341,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
417346,4341,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
417347,4341,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
417348,4341,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
417349,4341,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
417350,4341,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417351,4341,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
417352,4351,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
417353,4351,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
417354,4351,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
417355,4351,80,2,0,2,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
417356,4351,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
417357,4351,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417358,4351,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
417359,4351,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
417360,4351,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
417361,4351,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
417362,4351,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
417363,4351,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417364,4351,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
417365,4361,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
417366,4361,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
417367,4361,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
417368,4361,80,2,0,2,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
417369,4361,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
417370,4361,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417371,4361,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
417372,4361,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
417373,4361,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
417374,4361,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
417375,4361,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
417376,4361,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417377,4361,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
417378,4371,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
417379,4371,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
417380,4371,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
417381,4371,80,2,0,2,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
417382,4371,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
417383,4371,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417384,4371,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
417385,4371,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
417386,4371,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
417387,4371,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
417388,4371,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
417389,4371,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417390,4371,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
417391,4381,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
417392,4381,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
417393,4381,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
417394,4381,80,2,0,2,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
417395,4381,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
417396,4381,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417397,4381,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
417398,4381,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
417399,4381,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
417400,4381,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
417401,4381,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
417402,4381,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417403,4381,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
417404,4391,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
417405,4391,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
417406,4391,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
417407,4391,80,2,0,2,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
417408,4391,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
417409,4391,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417410,4391,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
417411,4391,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
417412,4391,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
417413,4391,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
417414,4391,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
417415,4391,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417416,4391,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
417417,4401,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
417418,4401,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
417419,4401,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
417420,4401,80,2,0,2,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
417421,4401,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
417422,4401,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417423,4401,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
417424,4401,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
417425,4401,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
417426,4401,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
417427,4401,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
417428,4401,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417429,4401,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
417430,4411,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
417431,4411,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
417432,4411,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
417433,4411,80,2,0,2,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
417434,4411,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
417435,4411,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417436,4411,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
417437,4411,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
417438,4411,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
417439,4411,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
417440,4411,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
417441,4411,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417442,4411,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
417443,4421,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
417444,4421,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
417445,4421,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
417446,4421,80,2,0,2,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
417447,4421,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
417448,4421,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417449,4421,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
417450,4421,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
417451,4421,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
417452,4421,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
417453,4421,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
417454,4421,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
417455,4421,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
417456,4431,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
417457,4431,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
417458,4431,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
