变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,na
8102221,协站,,,,buff1,,,1,0,101,0,<>,<>,<>,6,6,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},,12,,,,1,1,"<{effectFuncs=<castBuff>;triggerPoint=25;funcArgs=<<{prob=1;caster={input=object(csvSelf:id(),2);process=random(1)};value=0;lifeRound=1;holder=1;cfgId=8102222}>>;onSomeFlag=<holder:curSkill():preCalSkillDamageCsvTarget(caster,holder:selectCsvTarget() )>;nodeId=1}>",,1,1,{},FALSE,,,1,FALSE,,FALSE,,,,
8102222,为召唤者抵挡伤害,,,,sneer,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_tx.png,0,buff/chaofeng/beichaofeng.skel,<beichaofeng_loop>,{type=0},0,1,1,{y=-300;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},battle/txt/txt_cf.png,12,,<0;1;2>,,0,0,<{triggerPoint=1;delSelfWhenTriggered=2;nodeId=0}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102223,召唤物消失,,,,kill,,,2,0,101,0,<>,<>,<>,0,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},,12,,,,1,1,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102231,神·超梦,,,,immuneControlAdd,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,1,FALSE,,FALSE,,,,
8102232,神·超梦,,,,counterAttack,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102233,驱散负面,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},,12,,,,0,0,"<{effectFuncs=<castBuff>;triggerPoint=6;funcArgs=<<{caster=2;value=0;lifeRound=1;holder={input=selfForce|nodead;process=buffDiffer('groupFilter',{{beDispel=1},{c.groupstun_oc()}})|random(2)};cfgId=8102234}>>;nodeId=1}>",,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102234,驱散负面,,,,qusan,,,1,10001,101,0,<>,<>,<1;1>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},,12,,,,0,0,<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff>;triggerPoint=28;funcArgs=<<{caster=2;value=1;lifeRound=1;holder=1;cfgId=1241000}>>;nodeId=1}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102235,精神灼烧,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},,12,,,,0,0,<{effectFuncs=<castBuff>;triggerPoint=3;funcArgs=<<{prob=1;caster=2;value=(self:damage()*0.5+self:specialDamage()*0.5);lifeRound=1;holder=14;cfgId=8102236}>>;nodeId=1}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102236,精神灼烧,,,,buffDamage,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,koudai_lieyanhou/hero_lieyanhou.skel,zhuoyan_baozha,0,0,,{y=0;x=0},FALSE,,,{},,12,,<{damageType=0;processId=3}>,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102261,神超梦偶数回合变身,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},,12,,,,0,0,<{effectFuncs=<castBuff>;triggerPoint=3;funcArgs=<<{prob=(getNowRound()%1 ==0) and 1 or 0;caster=2;value=8102;lifeRound=1;holder=1;cfgId=8102262}>>;nodeId=1}>,,2,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102262,神超梦变身神超梦,,,,changeUnit,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},battle/txt/txt_bzxt.png,12,,,,0,0,<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff>;triggerPoint=2;funcArgs=<<{caster=2;value=1;lifeRound=1;holder=1;cfgId=8102263}>>;nodeId=1}>,,2,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102263,神超梦偶数回合变身,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},,12,,,,0,0,<{effectFuncs=<castBuff>;triggerPoint=3;funcArgs=<<{prob=(getNowRound()%2 ==0) and 1 or 0;caster=2;value=765;lifeRound=1;holder=1;cfgId=8102264}>>;nodeId=1}>,,2,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102264,神超梦变身超梦y,,,,changeUnit,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},battle/txt/txt_bzxt.png,12,,,,0,0,<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff>;triggerPoint=2;funcArgs=<<{caster=2;value=1;lifeRound=1;holder=1;cfgId=8102265}>>;nodeId=1}>,,2,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102265,神超梦偶数回合变身,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},,12,,,,0,0,<{effectFuncs=<castBuff>;triggerPoint=3;funcArgs=<<{prob=(getNowRound()%3 ==0) and 1 or 0;caster=2;value=762;lifeRound=1;holder=1;cfgId=8102266}>>;nodeId=1}>,,2,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102266,神超梦变身超梦x,,,,changeUnit,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},battle/txt/txt_bzxt.png,12,,,,0,0,<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff>;triggerPoint=2;funcArgs=<<{caster=2;value=1;lifeRound=1;holder=1;cfgId=8102261}>>;nodeId=1}>,,2,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102267,神超被动特攻提升,,,,specialDamage,,,1,1212,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_tg_up.png,0,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},battle/txt/txt_tgtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102268,神超被动物攻提升,,,,damage,,,1,1212,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_wg_up.png,0,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},battle/txt/txt_wgtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102269,神超被动无视特防,,,,specialDefenceIgnore,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},battle/txt/txt_wstf.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102270,无视物防,,,,defenceIgnore,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},battle/txt/txt_wswf.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102271,神超梦自我在身,,,,reborn,,,1,0,101,0,<>,<>,<>,0,999999,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},,12,,,,0,0,<{triggerPoint=12;nodeId=0};{effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff>;triggerPoint=28;funcArgs=<<{bond=1;caster=2;value=0;lifeRound=99;cfgId=8102272;holder=1}>;<{caster=2;value=10000;lifeRound=5;holder=1;cfgId=8102273}>;<{caster=2;value=10000;lifeRound=5;holder=1;cfgId=8102274}>;<{prob=1;caster=2;value=self:BhpMax()*0.5;lifeRound=5;holder=1;cfgId=8102275}>;<{prob=1;caster=2;value=self:Bspeed()*0.5;lifeRound=5;holder=1;cfgId=8102276}>;<{prob=1;caster=2;value=self:Bdamage()*0.5;lifeRound=5;holder=1;cfgId=8102277}>;<{prob=1;caster=2;value=self:BspecialDamage()*0.5;lifeRound=5;holder=1;cfgId=8102278}>;<{prob=1;caster=2;value=self:Bdefence()*0.5;lifeRound=5;holder=1;cfgId=8102279}>;<{prob=1;caster=2;value=self:BspecialDefence()*0.5;lifeRound=5;holder=1;cfgId=8102280}>>;nodeId=1}>,,1,1,{},TRUE,,<{type=1;limit=1}>,1,FALSE,,FALSE,,,,
8102272,自我再生,,,,egg,,,1,80005,101,0,<>,<>,<>,1,1,,TRUE,,0,buff/fuhuo/fuhuo.skel,<fuhuo_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,buff/fuhuo/fuhuo.skel,fuhuo,0,0,,{y=0;x=0},FALSE,,,{typ=hide},battle/txt/txt_fh.png,12,,,,0,0,,,1,1,{},FALSE,,,1,FALSE,,FALSE,,,,
8102273,最终伤害减免,,,,finalDamageSub,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_zzjmts.png,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},battle/txt/txt_zzjmtg.png,12,,,,0,0,,,1,1,{},FALSE,,,1,FALSE,,FALSE,,,,
8102274,最终伤害提升,,,,finalDamageAdd,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_zzshjcts.png,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},battle/txt/txt_zzshtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102275,提升6维,,,,addHpMax,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_smsx_up.png,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},battle/txt/txt_smsxtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102276,提升6维,,,,speed,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_sd_up.png,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},battle/txt/txt_sdtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102277,提升6维,,,,damage,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_wg_up.png,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},battle/txt/txt_wgtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102278,提升6维,,,,specialDamage,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_tg_up.png,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},battle/txt/txt_tgtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102279,提升6维,,,,defence,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_wf_up.png,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},battle/txt/txt_wftg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
8102280,提升6维,,,,specialDefence,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_tf_up.png,1,,<effect_loop>,{type=0},0,0,1,{y=0;x=0},FALSE,,effect,0,0,,{y=0;x=0},FALSE,,,{},battle/txt/txt_tftg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021111,假面超级火焰鸡,,,,damage,,,2,1202,101,0,<>,<>,<>,2,4,,TRUE,battle/buff_icon/logo_wg_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_wgtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021112,假面超级火焰鸡,,,,speed,,,2,1201,101,0,<>,<>,<>,2,4,,TRUE,battle/buff_icon/logo_sd_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_sdtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021211,假面超级火焰鸡,,,,damageDodge,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_sbts.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021221,假面超级火焰鸡,,,,buffDamage,,,2,1510,101,0,<>,<>,<>,2,5,,TRUE,battle/buff_icon/logo_zs.png,0,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_zs1.png,12,,<{damageType=0;processId=3}>,,0,0,<{triggerPoint=5;nodeId=0;buffValueUpdatePoint=5}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021311,假面超级火焰鸡,,,,buffDamage,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,<{processId=10}>,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021312,假面超级火焰鸡,,,,buff1,,,2,1510,101,0,<>,<9021312>,<>,1,1,,TRUE,battle/buff_icon/logo_zy.png,0,koudai_lieyanhou/hero_lieyanhou.skel,<zhuoyan_standby_loop>,{type=0},495,0,1,{'x'=0;'y'=0},FALSE,koudai_lieyanhou/hero_lieyanhou.skel,zhuoyan_chuxian,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_zy.png,12,,,,0,0,<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff;castBuff>;triggerPoint=2;funcArgs=<<{prob=1;caster=2;value=self:damage()*1;lifeRound=1;holder=1;cfgId=9021313}>;<{prob=1;caster=2;value=self:damage()*0.4;lifeRound=2;holder=1;cfgId=9021221}>>;nodeId=1};{effectFuncs=<castBuff>;triggerPoint=14;funcArgs=<<{caster=2;value=2000;lifeRound=1;holder=1;cfgId=9021314}>>;nodeId=2;onSomeFlag=<(target:attackerSkill():getNatureType()==2) or false>;extraAttackTrigger=2}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021313,假面超级火焰鸡,,,,buffDamage,,,1,1510,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,koudai_lieyanhou/hero_lieyanhou.skel,zhuoyan_baozha,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,<{damageType=0;processId=14}>,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021314,假面超级火焰鸡,,,,damageDeepen,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_hxys.png,12,,,,0,0,<{triggerPoint=1;delSelfWhenTriggered=2;nodeId=0}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021321,假面超级火焰鸡,,,,lockHp,,,1,0,101,0,<>,<>,<>,0,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff>;triggerTimes=<1;1>;triggerPoint=2;funcArgs=<<{prob=1;caster=2;value=1;lifeRound=99;holder=1;cfgId=9021622}>>;nodeId=1}>,,1,0,{},FALSE,,,,FALSE,,FALSE,,,,
9021611,假面超级火焰鸡,,,,replaceSkill,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,0,{},FALSE,,,,FALSE,,FALSE,,,,
9021612,假面超级火焰鸡,,,,inviteAttack,,,2,0,101,0,<>,<>,<>,1,1,,FALSE,battle/buff_icon/logo_zs.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,<0;1;2>,<{input=selfForce()|nodead;process=myself()}>,0,0,,,1,0,{},FALSE,,,,FALSE,,FALSE,,,,
9021613,假面超级火焰鸡,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,"<{effectFuncs=<castBuff>;triggerPoint=7;funcArgs=<<{prob=more(self:speed()-self2:speed(),self2:speed()*0.25) and 1 or 0;caster=8;value=0;lifeRound=1;holder=2;cfgId=9021614}>>;nodeId=1}>",,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021614,假面超级火焰鸡,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,FALSE,battle/buff_icon/logo_bq.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021621,假面超级火焰鸡,,,,buff1,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,"<{effectFuncs=<castBuff>;triggerTimes=<1;1>;triggerPoint=18;funcArgs=<<{prob=(self:lostHp()/self:hpMax());caster=2;value=1;lifeRound=99;holder=1;cfgId=9021622}>>;onSomeFlag=<lessE(self:hp()/self:hpMax(),0.4) and more(self:hp(),0)>;nodeId=1}>",,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021622,假面超级火焰鸡,,,,setHpPer,,,2,0,101,0,<>,<>,<>,0,1,ranhun,TRUE,battle/buff_icon/logo_rh1.png,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,koudai_lieyanhou/hero_lieyanhou.skel,ranhun_chuxian,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_rh1.png,12,,,,0,0,"<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>;triggerPoint=1;funcArgs=<<{caster=2;value=(20+(skillLv(90216,20226,20236) or 0)*0.2-0.2)*100;lifeRound=99;holder=1;cfgId=9021623}>;<{caster=2;value=self:speed()*(20+(skillLv(90216,20226,20236) or 0)*0.2-0.2)*0.01;lifeRound=99;holder=1;cfgId=9021624}>;<{caster=2;value=(20+(skillLv(90216,20226,20236) or 0)*0.2-0.2)*100;lifeRound=99;holder=1;cfgId=9021625}>;<{bond=1;prob=moreE(self:star(),8) and 1 or 0;caster=2;value=0;lifeRound=99;cfgId=9021630;holder={input=enemyForce()|nodead;process=random(12)}}>;<{prob=moreE(self:star(),8) and 0 or 0;caster=2;value=0;lifeRound=1;holder={input=enemyForce()|nodead;process=random(12)};cfgId=9021312}>>;nodeId=1};{effectFuncs=<castBuff;castBuff;castBuff>;triggerPoint=5;funcArgs=<<{prob=0;caster=2;value=0;lifeRound=1;holder=1;cfgId=9021626}>;<{prob=0;caster=2;value=300;lifeRound=1;holder=1;cfgId=9021627}>;<{prob=1;caster=2;value=-self:BhpMax()*0.2;lifeRound=99;holder=1;cfgId=9021628}>>;nodeId=2}>",,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021623,假面超级火焰鸡,,,,strikeDamage,,,1,1222,103,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_bjsh_up.png,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_bjshtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021624,假面超级火焰鸡,,,,speed,,,1,1211,103,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_sd_up.png,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_sdtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021625,假面超级火焰鸡,,,,strike,,,1,1202,103,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_bjl_up.png,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_bjltg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021626,假面超级火焰鸡,,,,buff1,,,1,10005,101,0,<>,<>,<>,0,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff>;triggerPoint=28;funcArgs=<<{caster=2;value=1;lifeRound=1;holder=1;cfgId=1241000}>>;nodeId=1}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021627,假面超级火焰鸡,,,,addMp1,,,1,0,101,0,<>,<>,<>,0,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_nqtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021628,假面超级火焰鸡,,,,addHpMax,,,2,191,103,0,<>,<>,<>,6,99,,TRUE,battle/buff_icon/logo_smsx_down.png,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_smsxjd.png,12,,<{effectHp=false;effectBackNone=true}>,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021630,假面超级火焰鸡,,,,buff1,,,2,0,101,0,<>,<>,<>,1,1,,FALSE,battle/buff_icon/logo_qyzs.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{effectFuncs=<castBuff>;triggerPoint=5;funcArgs=<<{caster=2;value=self:lostHp()*0.4;lifeRound=1;holder=2;cfgId=9021631}>>;nodeId=1}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021631,假面超级火焰鸡,,,,addHP,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,buff/zhiliao/zhiliao.skel,zhiliao_lv,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_hf.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021721,假面超级火焰鸡,,,,buffDamage,,,2,1510,101,0,<>,<>,<>,2,5,,TRUE,battle/buff_icon/logo_zs.png,0,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_zs1.png,12,,<{damageType=1;processId=3}>,,0,0,<{triggerPoint=5;nodeId=0}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021722,假面超级火焰鸡,,,,buff1,,,2,10021,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021723,假面超级火焰鸡,,,,buffDamage,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,<{damageType=1;processId=3}>,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
9021724,假面超级火焰鸡,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{effectFuncs=<castBuff>;triggerPoint=3;funcArgs=<<{caster=2;value=self:specialDamage()*0.4;lifeRound=2;holder=6;cfgId=9021721}>>;nodeId=1}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
