变量名,name,name_tw,name_en,name_vn,name_kr,languages,cardID,icon,desc,desc_tw,desc_en,desc_kr,desc1,desc1_tw,desc1_en,desc1_kr,quality,type,stackMax,effBtn,pageTag,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_kr,effect,sortType,sortValue
57201,苍响·Z觉醒碎片,蒼響·Z究極技碎片,Zacian Z-Move Shard,Mảnh Z-Move của Zacian,자시안 Z기술 조각,<cn;tw;en;vn;th;kr>,7102,config/portrait/jinglingtouxiang/img_888_cx@.png,用于提升苍响的Z觉醒养成,提升蒼響Z招式養成的工具,Tool for raising the Z-Move of Zacian,자시안의 Z기술 육성을 위한 도구,用于提升苍响的Z觉醒养成,提升蒼響Z招式養成的工具,Tool for raising the Z-Move level of Zacian,자시안의 Z기술 레벨을 올리는 도구,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
57301,闪光超级艾路雷朵·Z觉醒碎片,閃光超級艾路雷朵Z招式碎片,Shiny Mega Gallade Z-Move Shard,Mảnh Z-Move của Mega Gallade Shiny,빛나는 메가 엘레이드 Z기술 조각,<cn;tw;en;vn;th;kr>,7111,config/portrait/jinglingtouxiang/img_475_sgcjalld@.png,用于提升闪光超级艾路雷朵的Z觉醒养成,提升閃光超級艾路雷朵Z招式養成,Raising a Shiny Mega Gardevoir's Z-Move,빛나는 메가 님피아의 Z 기술 육성,用于提升闪光超级艾路雷朵的Z觉醒养成,提升閃光超級艾路雷朵Z招式的培育,Raising a Shiny Mega Gardevoir's Z-Move,빛나는 메가 님피아의 Z이상 기술 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z-기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
58102,神·超梦·Z觉醒碎片,神·超夢·Z招式碎片,God Mewtwo Z-Move Shard,Mảnh Z-Move của Mewtwo Thần Thánh,신·뮤츠·Z기술 조각,<cn;tw;en;vn;th;kr>,8102,config/portrait/jinglingtouxiang/scm.png,用于提升神·超梦的Z觉醒养成,提升神·超夢Z招式養成,Raising Mewtwo's Z-Move,뮤츠의 Z 기술 육성,用于提升神·超梦的Z觉醒养成,提升神·超夢Z招式養成,Raising Mewtwo's Z-Move,뮤츠의 Z이브이 수련,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
59001,低级Z觉醒碎片,低階Z招式碎片,Low-Level Z-Move Shard,Mảnh Z-Move cấp thấp,저레벨 Z 기술 조각,<cn;tw;en;vn;th;kr>,0,config/item/icon_zjx_purple.png,紫色Z觉醒碎片,紫色Z招式碎片,Purple Z-Move Shard,보라색 Z기술 조각,用于提升A及其以下稀有度精灵的Z觉醒养成,用於提升A及以下稀有度精靈的Z招式養成,Used to enhance Z-Move training for Pokémon of rarity A and below.,A 등급 이하의 희귀도 포켓몬의 Z기술 육성에 사용됩니다.,4,6,99999,<1>,<3>,zawakeFragCurrency,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z覺醒中兌換獲得,Can be exchanged for in a Z-Move.,Z-기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
59002,中级Z觉醒碎片,中級Z招式碎片,Intermediate Z-Move Shard,Mảnh ghép Z-Kỹ năng trung cấp,중급 Z기술 조각,<cn;tw;en;vn;th;kr>,0,config/item/icon_zjx_orange.png,橙色Z觉醒碎片,橙色Z招式碎片,Orange Z-Move Shard,오렌지 Z 기술 조각,用于提升S稀有度精灵的Z觉醒养成,用於提升S稀有度精靈的Z招式培養,Raising Z-Moves for S-rarity Pokémon,S 등급 포켓몬의 Z 기술 육성,5,6,99999,<1>,<3>,zawakeFragCurrency,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z覺醒中兌換獲得,Can be obtained by exchanging in Z-Move.,Z-기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
59003,高级Z觉醒碎片,高級Z招式碎片,High-Class Z-Move Shard,Mảnh Z-Kí Hoạt Cao Cấp,고급 Z기술 조각,<cn;tw;en;vn;th;kr>,0,config/item/icon_zjx_red.png,红色Z觉醒碎片,紅色Z招式碎片,Red Z-Move Shard,빨간 Z기술 조각,用于提升S+及其以上稀有度精灵的Z觉醒养成,用於提升S+及其以上稀有度精靈的Z招式養成,Used to enhance the Z-Move cultivation of Pokémon with S+ and higher rarity.,S+ 등급 이상의 희귀 포켓몬의 Z 기술 육성에 사용됩니다.,6,6,99999,<1>,<3>,zawakeFragCurrency,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
59041,萨戮德·Z觉醒碎片,薩戮德Z招式碎片,Solgaleo Z-Move Shard,Mảnh Z-Move của Solgaleo,솔가레오 Z이벤트 조각,<cn;tw;en;vn;th;kr>,9041,config/portrait/jinglingtouxiang/img_893_sld@.png,用于提升萨戮德的Z觉醒养成,提升薩戮德Z招式養成,Raising Salazzle's Z-Move,살라즈의 Z기술 육성,用于提升萨戮德的Z觉醒养成,提升薩戮德Z招式養成,Raising Salazzle's Z-Move,살라즈의 Z기술 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
59051,闪光超级巨金怪·Z觉醒碎片,閃光超巨金怪Z招式碎片,Shiny Mega Metagross Z-Move Shard,Mảnh Z-Move của Mega Metagross sáng bóng,빛나는 메가 메타그로스 Z기술 조각,<cn;tw;en;vn;th;kr>,9051,config/portrait/jinglingtouxiang/img_376_sgcjjjg@.png,用于提升闪光超级巨金怪的Z觉醒养成,提升閃光超巨金怪Z招式養成,Raising Shiny Mega Mewtwo's Z-Move,빛나는 메가 뮤츠의 Z이동 육성,用于提升闪光超级巨金怪的Z觉醒养成,提升閃光超巨金怪Z招式養成,Raising Shiny Mega Mewtwo's Z-Move,빛나는 메가뮤츠의 Z기술 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
59061,闪光超级路卡利欧·Z觉醒碎片,閃光超極巨路卡利歐·Z招式碎片,Shiny Mega Lucario Z-Move Shard,Mảnh Z-Move của Lucario Mega tỏa sáng,빛나는 메가 루카리오 Z이동 조각,<cn;tw;en;vn;th;kr>,9061,config/portrait/jinglingtouxiang/img_448_sgcjlklo@.png,用于提升闪光超级路卡利欧的Z觉醒养成,提升閃光超能力路卡利歐的Z招式培養,Raising a Shiny Mega Lucario's Z-Move,빛나는 메가 루카리오의 Z기술 육성,用于提升闪光超级路卡利欧的Z觉醒养成,提升閃光超極路卡利歐的Z招式養成,Raising Shiny Mega Lucario's Z-Move,빛나는 메가 루카리오의 Z 기술 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
59071,竹兰超级烈咬陆鲨·Z觉醒碎片,竹蘭超級烈咬陸鯊·Z招式碎片,Cynthia's Mega Garchomp Z-Move Shard,Mảnh Z-Move của Mega Garchomp của Đào Diên,진철의 메가 맘모스 Z기술 조각,<cn;tw;en;vn;th;kr>,9071,config/portrait/jinglingtouxiang/img_445_bzcjlyls@.png,用于提升竹兰超级烈咬陆鲨的Z觉醒养成,提升竹蘭超級烈咬陸鯊Z招式養成,Raising a Bewear with a Z-Move,Z 기술을 가진 빔휘슬을 육성하는 방법,用于提升竹兰超级烈咬陆鲨的Z觉醒养成,提升竹蘭超級烈咬陸鯊Z招式養成的工具,Tools for raising a Bamboo Lance's Super-Fanged Land Shark's Z-Move,대나무 창의 초거대 이빨 땅상어 Z기술 육성을 위한 도구,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
59081,艾岚超级喷火龙X·Z觉醒碎片,艾嵐超級噴火龍X·Z招式碎片,Alain's Mega Charizard X Z-Move Shard,Mảnh Z-Move của Mega Charizard X của Alain,알랭의 메가 리자몽X Z기술 조각,<cn;tw;en;vn;th;kr>,9081,config/portrait/jinglingtouxiang/img_6_alcjphlx@.png,用于提升艾岚超级喷火龙X的Z觉醒养成,提升艾嵐超級噴火龍X的Z招式養成,Raising the Z-Move for Alain's Mega Charizard X,알랭의 메가 리자몽X의 Z이벨트 육성,用于提升艾岚超级喷火龙X的Z觉醒养成,提升艾嵐超級噴火龍X的Z招式培養,Raising the Z-Move for Alain's Mega Charizard X,알랭의 메가 리자몽X의 Z기술 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
59091,闪光超级暴雪王·Z觉醒碎片,閃光超極巨暴雪王·Z招式碎片,Shiny Gigantamax Abomasnow Z-Move Shard,Mảnh Z-Move của Abomasnow Siêu Khổng Lồ Lấp Lánh,빛나는 거대맥스 눈쓰개 Z기술 조각,<cn;tw;en;vn;th;kr>,9091,config/portrait/jinglingtouxiang/img_460_sgcjbxw@.png,用于提升闪光超级暴雪王的Z觉醒养成,提升閃光超極巨暴雪王的Z招式培育,Raising the Z-Move for a Shiny Gigantamax Abomasnow,빛나는 거대불꽃포스 Abomasnow의 Z기술 육성,用于提升闪光超级暴雪王的Z觉醒养成,提升閃光超級暴雪王的Z招式養成,Raising a Shiny Mega Abomasnow's Z-Move,빛나는 메가 눈설왕의 Z 기술 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
59101,蕾冠王·黑马·Z觉醒碎片,蕾冠王·黑馬·Z招式碎片,Incineroar·Dark Horse·Z-Move Shard,Incineroar · Ngựa Đen · Mảnh Z-Move,번치코·다크호스·Z이펙트 조각,<cn;tw;en;vn;th;kr>,9101,config/portrait/jinglingtouxiang/img_898_lgwhm@.png,用于提升蕾冠王·黑马的Z觉醒养成,提升蕾冠王·黑馬Z招式養成的工具,Tool for raising the Z-Move of Calyrex Shadow Rider,칼레레프 그림자 라이더의 Z이동 레벨을 올리는 도구,用于提升蕾冠王·黑马的Z觉醒养成,提升黑馬蕾冠王的Z招式培育,Raising Calyrex Ice Rider's Z-Move,칼렉스 얼음기수의 Z기술 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환할 수 있습니다.,{drawcard=false;gain=false},0,0
59111,蕾冠王·白马·Z觉醒碎片,蕾冠王·白馬·Z招式碎片,Calrecks·White Horse·Z-Move Shard,Calyrex Phiến đá Z-Move ngựa trắng,칼렉스 화이트홀스 Z기술 조각,<cn;tw;en;vn;th;kr>,9111,config/portrait/jinglingtouxiang/img_898_lgwbm@.png,用于提升蕾冠王·白马的Z觉醒养成,提升蕾冠王·白馬的Z招式培育,Raising a Zacian Crowned Z-Move,자시안 크라운의 Z기술 육성,用于提升蕾冠王·白马的Z觉醒养成,提升蕾冠王·白馬的Z招式培養,Raising a Zacian Crowned Z-Move,자시안 크라운의 Z기술 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z기술로 교환할 수 있습니다.,{drawcard=false;gain=false},0,0
59121,假面超级火焰鸡·Z觉醒碎片,偽面超級火焰雞·Z招式碎片,Masked Super Charizard Z-Move Shard,Mảnh Z-Move của Charizard Siêu Hạng Ngụy Trang,가면 슈퍼 리자몽 Z이동 조각,<cn;tw;en;vn;th;kr>,9121,config/portrait/jinglingtouxiang/img_257_jmcjhyj@.png,用于提升假面超级火焰鸡的Z觉醒养成,提升假面超火焰雞Z招式養成,Raising Masked Hoopa's Z-Move,가면 후파의 Z이동 육성,用于提升假面超级火焰鸡的Z觉醒养成,用於提升假面超級火焰雞的Z招式養成,For raising the Z-Move of the Masked Super Charizard,가면 슈퍼 리자몽의 Z이동 육성을 위한,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
59131,无极汰那·Z觉醒碎片,究極奈克洛茲瑪·Z招式碎片,Necrozma-Ultra Z-Move Shard,Necrozma-Siêu Hợp Thể Z-Move Shard,네크로즈마-울트라 Z이동 조각,<cn;tw;en;vn;th;kr>,9131,config/portrait/jinglingtouxiang/img_890_wjtn@.png,用于提升无极汰那的Z觉醒养成,用於提升無極汰那的Z招式養成,For raising the Z-Move training of Naganadel,나가나들 Z 기술 육성 향상을 위한,用于提升无极汰那的Z觉醒养成,用於提升無極汰那的Z招式養成,Used to enhance the Z-Move training of Silvally.,실버디의 Z기술 훈련 향상에 사용됩니다.,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
59141,闪光超级蜥蜴王·Z觉醒碎片,閃光超級蜥蜴王·Z招式碎片,Shiny Mega Sceptile Z-Move Shard,Mảnh Z-Move của Mega Sceptile Lấp Lánh,빛나는 메가 나무킹 Z기술 조각,<cn;tw;en;vn;th;kr>,9141,config/portrait/jinglingtouxiang/img_254_sgcjxyw@.png,用于提升闪光超级蜥蜴王的Z觉醒养成,提升閃光超級蜥蜴王的Z招式培育,Raising a Shiny Mega Charizard X's Z-Move,색이 다른 메가 리자몽X의 Z기술 육성,用于提升闪光超级蜥蜴王的Z觉醒养成,提升閃光超級蜥蜴王的Z招式養成,Raising a Shiny Mega Charizard X's Z-Move,색이다른 메가 리자몽X의 Z이벨 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
59151,闪光超级妙蛙花·Z觉醒碎片,閃光超級妙蛙花·Z招式碎片,Shiny Mega Venusaur Z-Move Shard,Mảnh Z-Move của Mega Venusaur Shiny,빛나는 메가 이상해꽃 Z기술 조각,<cn;tw;en;vn;th;kr>,9151,config/portrait/jinglingtouxiang/img_3_sgcjmwh@.png,用于提升闪光超级妙蛙花的Z觉醒养成,提升閃光超級妙蛙花Z招式養成,Raising a Shiny Mega Venusaur's Z-Move,빛나는 메가 이상해꽃의 Z 기술 육성,用于提升闪光超级妙蛙花的Z觉醒养成,提升閃光超級妙蛙花Z招式養成,Raising a Shiny Mega Venusaur's Z-Move,빛나는 메가 이상해꽃의 Z기술 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
59161,密勒顿·Z觉醒碎片,密勒頓·Z招式碎片,Regidrago Z-Move Shard,Mảnh Z-Move của Regidrago,레지드라고 Z기술 조각,<cn;tw;en;vn;th;kr>,9161,config/portrait/jinglingtouxiang/img_1008_mld@.png,用于提升密勒顿的Z觉醒养成,提升米勒頓Z招式養成的工具,For raising Milcery's Z-Move,밀세리의 Z기술을 올리는 데 사용,用于提升密勒顿的Z觉醒养成,提升米勒頓Z招式養成的工具,Item for raising Milcery's Z-Move power,밀세리의 Z기술을 강화하는 아이템,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
59171,小刚超级大刚蛇·Z觉醒碎片,小剛超級大剛蛇Z招式碎片,Koji's Mega Aggron Z-Move Shard,Mảnh Z-Move của Mega Aggron của Koji,코지의 메가강철뱀 Z기술 조각,<cn;tw;en;vn;th;kr>,9171,config/portrait/jinglingtouxiang/img_208_xgcjdgs@.png,用于提升小刚超级大刚蛇的Z觉醒养成,提升小剛超級大鋼蛇Z招式的培育,Raising Goh's Steelix's Z-Move,고우의 강철뱀의 Z기술 육성,用于提升小刚超级大刚蛇的Z觉醒养成,用於提升小剛超級大鋼蛇的Z招式養成,For raising the Z-Move of Goh's Gigalith,고우의 기가이어스의 Z기술 육성을 위한,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z-기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
59181,冠军皮卡丘·Z觉醒碎片,冠軍皮卡丘·Z招式碎片,Champion Pikachu Z-Move Shard,Mảnh Z-Move của Pikachu Quán quân,챔피언 피카츄 Z이상의 조각,<cn;tw;en;vn;th;kr>,9181,config/portrait/jinglingtouxiang/img_25_gjpkq@.png,用于提升冠军皮卡丘的Z觉醒养成,提升冠軍皮卡丘Z招式養成的工具,Tool for raising Champion Pikachu's Z-Move,챔피언 피카츄의 Z기술 육성을 위한 도구,用于提升冠军皮卡丘的Z觉醒养成,提升冠軍皮卡丘Z招式養成的工具,Tool for enhancing Champion Pikachu's Z-Move cultivation,챔피언 피카츄의 Z 기술 육성을 위한 도구,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
59191,故勒顿·Z觉醒碎片,故勒頓·Z招式碎片,Regidrago Z-Move Shard,Mảnh Z-Move của Regidrago,레지드라고 Z기술 조각,<cn;tw;en;vn;th;kr>,9191,config/portrait/jinglingtouxiang/img_1007_gld@.png,用于提升故勒顿的Z觉醒养成,提升故勒頓Z招式養成的道具,Item for powering up Koraidon's Z-Move,코라이돈의 Z 기술을 강화하는 아이템,用于提升故勒顿的Z觉醒养成,用於提升故勒頓的Z招式培養,For raising Gollund's Z-Move,고르돈의 Z이동 육성을 위한,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
59201,希嘉娜超级暴飞龙·Z觉醒碎片,希嘉娜超級暴飛龍Z招式碎片,Mega Rayquaza Z-Move Shard,Mảnh Z-Move của Mega Rayquaza,메가레쿠쟈 Z기술 조각,<cn;tw;en;vn;th;kr>,9201,config/portrait/jinglingtouxiang/img_373_xjncjbfl@.png,用于提升希嘉娜超级暴飞龙的Z觉醒养成,提升希嘉娜超級暴飛龍Z招式養成,Raising a Z-Move for Geeta's Dracovish,지타의 드래코비슈 Z기술 육성,用于提升希嘉娜超级暴飞龙的Z觉醒养成,提升希嘉娜超級暴飛龍Z招式養成,Raising a Mega Rayquaza with a Z-Move,Z 기술을 가진 메가 레쿠쟈 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
59211,黄昏之鬃·Z觉醒碎片,黃昏之鬃·Z招式碎片,Dusk Mane Z-Move Shard,Mảnh Z-Move bờm hoàng hôn,황혼 갈기 Z이동 조각,<cn;tw;en;vn;th;kr>,9211,config/portrait/jinglingtouxiang/img_800_hhzz@.png,用于提升黄昏之鬃的Z觉醒养成,提升黃昏之鬃Z招式的培育,Raising a Pokémon's Z-Move for Dusk Mane Necrozma,황혼의 갈기 네크로즈마의 Z 기술 육성,用于提升黄昏之鬃的Z觉醒养成,提升黃昏之鬃Z招式的培育,Raising the Z-Move for Dusk Mane,황혼갈기의 Z기술 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
