变量名,_beizhu,huodongID,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,award,vip
20166,,20160,22,3280,{},每周充值328元,,,,,,,{453=1000;111=1000;gold=32800000;521=328;2103=1000;112=1000},0
20167,,20160,22,6480,{},每周充值648元,,,,,,,{605=1500;124=1500;gold=6480000;521=648;452=1500},0
20168,,20160,22,10000,{},每周充值1000元,,,,,,,{gold=100000000;7325=200;994=200;521=1000;2153=200},0
20169,,20160,22,12000,{},每周充值1200元,,,,,,,{6059=200;gold=120000000;521=1200;6105=20;19=500},0
20170,,20160,22,15000,{},每周充值1500元,,,,,,,{529=50000;4000=50000;521=1500;850=50000;851=50000},0
20171,,20160,22,20000,{},每周充值2000元,,,,,,,{151=200000;124=100000;521=2000;967=888;152=200000},0
20172,,20160,22,30000,{},每周充值3000元,,,,,,,{30438=1;521=3000;30439=1;30437=1;30440=1},0
20181,,20170,22,60,{},每周充值6元,,,,,,,{14=1000;2102=1000;rmb=20000;gold=10000000},0
20182,,20170,22,300,{},每周充值30元,,,,,,,{14=1000;gold=30000000;2102=1000;5000=3000},0
20183,,20170,22,1000,{},每周充值100元,,,,,,,{gold=10000000;7325=20;994=20;521=100;2153=20},0
20184,,20170,22,1200,{},每周充值120元,,,,,,,{6059=20;gold=12000000;521=120;6105=2;19=50},0
20185,,20170,22,1500,{},每周充值150元,,,,,,,{529=5000;4000=5000;521=150;850=5000;851=5000},0
20186,,20170,22,2000,{},每周充值200元,,,,,,,{151=20000;124=10000;521=200;967=88;152=20000},0
20187,,20170,22,3280,{},每周充值328元,,,,,,,{453=1000;111=1000;gold=32800000;521=328;2103=1000;112=1000},0
20188,,20170,22,6480,{},每周充值648元,,,,,,,{605=1500;124=1500;gold=64800000;521=648;452=1500},0
20189,,20170,22,10000,{},每周充值1000元,,,,,,,{521=500;6914=2;rmb=1000000;539=500},0
20191,,20180,22,60,{},每周充值6元,,,,,,,{14=1000;2102=1000;rmb=20000;gold=10000000},0
20192,,20180,22,300,{},每周充值30元,,,,,,,{14=1000;gold=30000000;2102=1000;5000=3000},0
20193,,20180,22,1000,{},每周充值100元,,,,,,,{gold=10000000;7325=20;994=20;521=100;2153=20},0
20194,,20180,22,1200,{},每周充值120元,,,,,,,{6059=20;gold=12000000;521=120;6105=2;19=50},0
20195,,20180,22,1500,{},每周充值150元,,,,,,,{529=5000;4000=5000;521=150;850=5000;851=5000},0
20196,,20180,22,2000,{},每周充值200元,,,,,,,{151=20000;124=10000;521=200;967=88;152=20000},0
20197,,20180,22,3280,{},每周充值328元,,,,,,,{453=1000;111=1000;gold=32800000;521=328;2103=1000;112=1000},0
20198,,20180,22,6480,{},每周充值648元,,,,,,,{605=1500;124=1500;gold=64800000;521=648;452=1500},0
20199,,20180,22,10000,{},每周充值1000元,,,,,,,{521=500;539=500;rmb=1000000;8044=1},0
20200,,20190,22,60,{},每周充值6元,,,,,,,{14=1000;2102=1000;rmb=20000;gold=10000000},0
20201,,20190,22,300,{},每周充值30元,,,,,,,{14=1000;gold=30000000;2102=1000;5000=3000},0
20202,,20190,22,1000,{},每周充值100元,,,,,,,{gold=10000000;7325=20;994=20;521=100;2153=20},0
20203,,20190,22,1200,{},每周充值120元,,,,,,,{6059=20;gold=12000000;521=120;6105=2;19=50},0
20204,,20190,22,1500,{},每周充值150元,,,,,,,{529=5000;4000=5000;521=150;850=5000;851=5000},0
20205,,20190,22,2000,{},每周充值200元,,,,,,,{151=20000;124=10000;521=200;967=88;152=20000},0
20206,,20190,22,3280,{},每周充值328元,,,,,,,{453=1000;111=1000;gold=32800000;521=328;2103=1000;112=1000},0
20207,,20190,22,6480,{},每周充值648元,,,,,,,{605=1500;124=1500;gold=64800000;521=648;452=1500},0
20208,,20190,22,10000,{},每周充值1000元,,,,,,,{521=500;6914=2;rmb=1000000;539=500},0
20209,,20200,22,60,{},每日充值6元,,,,,,,{453=100;8193=1;19=10;gold=10000000;9016=1},0
20210,,20200,22,300,{},每日充值30元,,,,,,,{529=1000;9016=2;gold=20000000;521=188;994=2;605=20},0
20211,,20200,22,680,{},每日充值68元,,,,,,,{9016=3;124=50;gold=30000000;539=88;8193=2;452=300},0
20212,,20200,22,1000,{},每日充值100元,,,,,,,{9016=5;4000=1000;gold=40000000;7325=2;2103=100},0
20213,,20200,22,2000,{},每日充值200元,,,,,,,{6200=1;4000=2000;gold=40000000;406=100;6105=2;9016=10},0
20214,,20200,22,3000,{},每日充值300元,,,,,,,{9016=15;2193=1;gold=50000000;605=40;6059=10;452=500},0
20215,,20200,22,5000,{},每日充值500元,,,,,,,{8193=10;2192=1;gold=100000000;520=200;9016=20;531=200;503=200},0
20216,,20200,22,8000,{},每日充值800元,,,,,,,{2191=1;4000=3000;gold=200000000;9016=25;6914=1;6059=3;967=10},0
20217,,20200,22,10000,{},每日充值1000元,,,,,,,{529=100000;8202=10;937=5;9016=30;963=10;6199=1;gold=300000000},0
20218,,20201,22,60,{},每周充值6元,,,,,,,{14=1000;8193=1;gold=1000000;rmb=20000;2102=1000},0
20219,,20201,22,300,{},每周充值30元,,,,,,,{14=1000;8193=2;gold=3000000;2102=1000;5000=3000},0
20220,,20201,22,680,{},每周充值68元,,,,,,,{gold=1000000;521=100;994=10;2153=10;7325=5},0
20221,,20201,22,1000,{},每周充值100元,,,,,,,{6059=10;gold=1200000;521=120;6105=1;19=50},0
20222,,20201,22,3000,{},每周充值300元,,,,,,,{529=5000;4000=5000;521=150;850=5000;851=5000},0
20223,,20201,22,5000,{},每周充值500元,,,,,,,{151=5000;124=5000;521=200;6200=3;967=88;152=2000},0
20224,,20201,22,8000,{},每周充值800元,,,,,,,{453=1000;111=1000;gold=3280000;521=328;2103=1000;112=1000},0
20225,,20201,22,10000,{},每周充值1000元,,,,,,,{6200=5;124=1500;gold=6480000;521=648;605=1500;452=1500},0
20226,,20201,22,15000,{},每周充值1500元,,,,,,,{521=500;6914=2;rmb=1000000;539=500},0
20227,,20201,22,20000,{},每周充值2000元,,,,,,,{529=200000;8193=50;4000=5000;gold=5000000;6199=1},0
20228,,20201,22,30000,{},每周充值3000元,,,,,,,{529=300000;605=500;6218=1;gold=10000000;2153=10;rmb=2000000;8202=50},0
20229,,20202,22,100,{},永久累计充值10元,,,,,,,{453=500;gold=2000000;500=10;12=50},0
20230,,20202,22,500,{},永久累计充值50元,,,,,,,{521=188;2152=1;502=188;gold=3000000},0
20231,,20202,22,1000,{},永久累计充值100元,,,,,,,{922=5;501=200;gold=5000000;19=50},0
20232,,20202,22,2000,{},永久累计充值200元,,,,,,,{520=100;531=100;503=100;gold=10000000},0
20233,,20202,22,3000,{},永久累计充值300元,,,,,,,{gold=20000000;6059=2;4000=2000;6105=2},0
20234,,20202,22,5000,{},永久累计充值500元,,,,,,,{529=20000;605=100;124=200;gold=30000000;2103=200},0
20235,,20202,22,8000,{},永久累计充值800元,,,,,,,{529=30000;gold=40000000;2153=5;2103=300;452=1000},0
20236,,20202,22,10000,{},永久累计充值1000元,,,,,,,{4000=3000;gold=50000000;talent_point=1000;501=999;16=1000;503=500},0
20237,,20202,22,15000,{},永久累计充值1500元,,,,,,,{529=50000;111=1000;gold=100000000;7325=6;19=500},0
20238,,20202,22,20000,{},永久累计充值2000元,,,,,,,{529=80000;4000=5000;gold=100000000;994=20;124=1000},0
20239,,20202,22,30000,{},永久累计充值3000元,,,,,,,{gold=100000000;521=888;2153=10;7325=10;452=1000},0
20240,,20202,22,40000,{},永久累计充值4000元,,,,,,,{529=150000;4000=8000;gold=100000000;850=20000;851=10000},0
20241,,20202,22,50000,{},永久累计充值5000元,,,,,,,{29002=8000;124=2500;gold=100000000;521=1000;2103=1500;29003=8000},0
20242,,20202,22,60000,{},永久累计充值6000元,,,,,,,{529=200000;531=1000;gold=200000000;520=1000;521=1888;503=1000},0
20243,,20202,22,70000,{},永久累计充值7000元,,,,,,,{529=200000;4000=10000;gold=200000000;7325=20;6914=10},0
20244,,20202,22,80000,{},永久累计充值8000元,,,,,,,{529=200000;111=2000;4000=10000;gold=300000000;2153=50;124=3000},0
20245,,20202,22,90000,{},永久累计充值9000元,,,,,,,{529=300000;4000=20000;gold=400000000;521=1888;16=10000;124=3000;452=3000},0
20246,,20202,22,100000,{},永久累计充值10000元,,,,,,,{453=20000;4000=40000;gold=500000000;521=3888;124=5000;529=500000;452=5000},0
20247,,20202,22,120000,{},永久累计充值12000元,,,,,,,{529=600000;151=500000;4000=50000;121=2000;rmb=1000000;152=10000},0
20248,,20202,22,150000,{},永久累计充值15000元,,,,,,,{529=700000;151=500000;4000=60000;121=3000;rmb=3000000;152=10000},0
20249,,20202,22,200000,{},永久累计充值20000元,,,,,,,{529=990000;151=500000;4000=80000;121=5000;rmb=5000000;152=10000},0
20259,,20204,22,60,{},充值6元,,,,,,,{gold=60000;501=1;rmb=60;5000=20},0
20260,,20204,22,300,{},充值30元,,,,,,,{13=20;501=1;gold=60000;503=3},0
20261,,20204,22,600,{},充值60元,,,,,,,{930=30;503=5;2102=10;gold=100000},0
20262,,20204,22,980,{},充值98元,,,,,,,{901=10;501=1;2103=10;gold=120000},0
20263,,20204,22,1980,{},充值198元,,,,,,,{2103=10;902=30;7411=100;gold=140000},0
20264,,20204,22,3280,{},充值328元,,,,,,,{502=30;501=3;2103=10;gold=160000},0
20265,,20204,22,6480,{},充值648元,,,,,,,{14=20;6201=100;6053=1;gold=160000},0
20266,,20204,22,9680,{},充值968元,,,,,,,{14=20;501=5;6052=1;gold=200000},0
20267,,20204,22,12000,{},充值1200元,,,,,,,{14=30;6201=150;6054=1;gold=220000},0
20268,,20204,22,15000,{},充值1500元,,,,,,,{502=50;14=30;6051=1;gold=250000},0
20269,,20204,22,20000,{},充值2000元,,,,,,,{14=50;6201=200;942=1;gold=300000},0
20270,,20204,22,25000,{},充值2500元,,,,,,,{14=50;502=50;902=50;gold=500000},0
20271,,20204,22,30000,{},充值3000元,,,,,,,{14=50;502=80;902=50;gold=500000},0
20272,,20204,22,40000,{},充值4000元,,,,,,,{14=70;2153=1;501=8;gold=500000},0
20273,,20204,22,50000,{},充值5000元,,,,,,,{521=50;604=50;14=100;gold=500000},0
20274,,20205,17,1,{},累计登录1天,,,,,,,{500=20;rmb=5000;gold=100000},0
20275,,20205,17,2,{},累计登录2天,,,,,,,{500=20;rmb=5000;gold=100000},0
20276,,20205,17,3,{},累计登录3天,,,,,,,{500=20;rmb=5000;gold=100000},0
20277,,20205,17,4,{},累计登录4天,,,,,,,{500=20;rmb=5000;gold=100000},0
20278,,20205,17,5,{},累计登录5天,,,,,,,{500=20;rmb=5000;gold=100000},0
20279,,20205,17,6,{},累计登录6天,,,,,,,{500=20;rmb=5000;gold=100000},0
20280,,20205,17,7,{},累计登录7天,,,,,,,{6200=1;rmb=5000;500=20},0
20281,,20205,17,8,{},累计登录8天,,,,,,,{500=20;rmb=5000;gold=100000},0
20282,,20205,17,9,{},累计登录9天,,,,,,,{500=20;rmb=5000;gold=100000},0
20283,,20205,17,10,{},累计登录10天,,,,,,,{500=20;rmb=5000;gold=100000},0
20284,,20205,17,11,{},累计登录11天,,,,,,,{500=20;rmb=5000;gold=100000},0
20285,,20205,17,12,{},累计登录12天,,,,,,,{500=20;rmb=5000;gold=100000},0
20286,,20205,17,13,{},累计登录13天,,,,,,,{500=20;rmb=5000;gold=100000},0
20287,,20205,17,14,{},累计登录14天,,,,,,,{500=20;rmb=5000;gold=100000},0
20288,,20205,17,15,{},累计登录15天,,,,,,,{500=20;rmb=5000;2195=1},0
20289,,20205,17,16,{},累计登录16天,,,,,,,{500=20;rmb=5000;gold=100000},0
20290,,20205,17,17,{},累计登录17天,,,,,,,{500=20;rmb=5000;gold=100000},0
20291,,20205,17,18,{},累计登录18天,,,,,,,{500=20;rmb=5000;gold=100000},0
20292,,20205,17,19,{},累计登录19天,,,,,,,{500=20;rmb=5000;gold=100000},0
20293,,20205,17,20,{},累计登录20天,,,,,,,{500=20;rmb=5000;gold=100000},0
20294,,20205,17,21,{},累计登录21天,,,,,,,{500=20;rmb=5000;2194=1},0
20295,,20205,17,22,{},累计登录22天,,,,,,,{500=20;rmb=5000;gold=100000},0
20296,,20205,17,23,{},累计登录23天,,,,,,,{500=20;rmb=5000;gold=100000},0
20297,,20205,17,24,{},累计登录24天,,,,,,,{500=20;rmb=5000;gold=100000},0
20298,,20205,17,25,{},累计登录25天,,,,,,,{500=20;rmb=5000;gold=100000},0
20299,,20205,17,26,{},累计登录26天,,,,,,,{500=20;rmb=5000;gold=100000},0
20300,,20205,17,27,{},累计登录27天,,,,,,,{500=20;rmb=5000;gold=100000},0
20301,,20205,17,28,{},累计登录28天,,,,,,,{500=20;rmb=5000;gold=100000},0
20302,,20205,17,29,{},累计登录29天,,,,,,,{500=20;rmb=5000;gold=100000},0
20303,,20205,17,30,{},累计登录30天,,,,,,,{6916=1;rmb=5000;500=20},0
20304,,20206,22,60,{},活动期间内累计充值6元,,,,,,,{500=20;19=10},0
20305,,20206,22,300,{},活动期间内累计充值30元,,,,,,,{521=58;2152=5;500=30;539=30},0
20306,,20206,22,1000,{},活动期间内累计充值100元,,,,,,,{521=88;539=50;500=50;2153=3},0
20307,,20206,22,3000,{},活动期间内累计充值300元,,,,,,,{851=3000;19=30;521=188;539=88;500=100},0
20308,,20206,22,5000,{},活动期间内累计充值500元,,,,,,,{6105=1;521=288;539=128;500=200;452=500},0
20309,,20206,22,8000,{},活动期间内累计充值800元,,,,,,,{gold=10000000;521=388;16=300;500=300;539=188},0
20310,,20206,22,10000,{},活动期间内累计充值1000元,,,,,,,{4000=10000;539=188;521=488;6915=1;500=400;2103=1000},0
20311,,20206,22,20000,{},活动期间内累计充值2000元,,,,,,,{4000=20000;539=288;521=588;2153=10;500=500;2103=1500},0
20312,,20206,22,30000,{},活动期间内累计充值3000元,,,,,,,{539=388;2191=1;2192=1;gold=100000000;521=688;6917=1;500=888;6199=1},0
20313,,20206,22,40000,{},活动期间内累计充值4000元,,,,,,,{2103=2000;124=1000;gold=100000000;521=788;539=488;500=1088;452=2000},0
20314,,20206,22,50000,{},活动期间内累计充值5000元,,,,,,,{6218=1;521=888;6918=1;500=1288;452=3000;124=1500;gold=100000000;539=588;4000=20000},0
20315,,20207,22,60,{},活动期间内累计充值6元,,,,,,,{500=100;6916=1;8050=1},0
20316,,20207,22,300,{},活动期间内累计充值30元,,,,,,,{500=100;937=1;2103=1000;605=500},0
20317,,20207,22,1000,{},活动期间内累计充值100元,,,,,,,{452=2000;8018=1;2153=10;6059=10},0
20318,,20207,22,3000,{},活动期间内累计充值300元,,,,,,,{500=200;30454=1;8192=16;4000=5000},0
20319,,20207,22,5000,{},活动期间内累计充值500元,,,,,,,{500=300;994=10;529=30000;8080=1;501=300},0
20320,,20207,22,8000,{},活动期间内累计充值800元,,,,,,,{500=300;7325=10;124=30000;6199=1;2191=1},0
20321,,20207,22,10000,{},活动期间内累计充值1000元,,,,,,,{500=500;152=5000;151=50000;2154=20;30480=1;9399=1},0
20322,,20207,22,15000,{},活动期间内累计充值1500元,,,,,,,{500=500;152=5000;151=50000;2154=50;30500=1;9399=2},0
20323,,20207,22,20000,{},活动期间内累计充值2000元,,,,,,,{500=500;152=5000;151=50000;2154=100;30501=1;9399=3},0
20324,,20208,17,1,{},七夕累计登录1天,,,,,,,{500=88;rmb=18888;gold=888888},0
20325,,20208,17,2,{},七夕累计登录2天,,,,,,,{500=88;rmb=18888;gold=888888},0
20326,,20208,17,3,{},七夕累计登录3天,,,,,,,{2413=1;gold=888888;2024=1;rmb=77777;500=177},0
20327,,20209,22,60,{},活动期间内累计充值6元,,,,,,,{14=10;500=5;gold=100000},0
20328,,20209,22,300,{},活动期间内累计充值30元,,,,,,,{8037=1;card={id=7001};521=18;500=10;502=28},0
20329,,20209,22,1000,{},活动期间内累计充值100元,,,,,,,{502=38;card={id=3304};521=28;2093=1;500=20},0
20330,,20209,22,3000,{},活动期间内累计充值300元,,,,,,,{521=58;9100=5;500=30;19=30},0
20331,,20209,22,5000,{},活动期间内累计充值500元,,,,,,,{card={id=3601};9100=10;539=38;500=50;521=88},0
20332,,20209,22,8000,{},活动期间内累计充值800元,,,,,,,{2057=1;9100=15;539=58;500=80;521=108},0
20333,,20209,22,10000,{},活动期间内累计充值1000元,,,,,,,{8032=1;539=88;9100=20;6915=1;500=100;521=128},0
20334,,20209,22,15000,{},活动期间内累计充值1500元,,,,,,,{539=108;2153=7;521=188;6917=1;500=150;9100=30},0
20335,,20209,22,20000,{},活动期间内累计充值2000元,,,,,,,{6199=1;2191=1;2192=1;500=200;521=388;6918=1;2564=1;9100=50},0
20336,,20210,22,60,{},活动期间内累计充值6元,,,,,,,{9100=1;500=20},0
20337,,20210,22,300,{},活动期间内累计充值30元,,,,,,,{9100=2;539=30;500=30;521=58},0
20338,,20210,22,1000,{},活动期间内累计充值100元,,,,,,,{2153=3;9100=5;539=50;500=50;521=88},0
20339,,20210,22,3000,{},活动期间内累计充值300元,,,,,,,{9100=10;539=88;500=100;521=188},0
20340,,20210,22,5000,{},活动期间内累计充值500元,,,,,,,{6105=1;9100=15;539=128;500=200;521=288},0
20341,,20210,22,8000,{},活动期间内累计充值800元,,,,,,,{gold=10000000;9100=15;539=188;500=300;521=388},0
20342,,20210,22,10000,{},活动期间内累计充值1000元,,,,,,,{521=488;9100=20;6915=1;500=400;539=188},0
20343,,20210,22,20000,{},活动期间内累计充值2000元,,,,,,,{2153=10;9100=20;539=288;500=500;521=588},0
20344,,20210,22,30000,{},活动期间内累计充值3000元,,,,,,,{539=388;2191=1;2192=1;gold=100000000;521=688;6919=1;6199=1;9100=30},0
20345,,20210,22,40000,{},活动期间内累计充值4000元,,,,,,,{9100=40;124=1000;gold=100000000;521=788;539=488;2103=2000;452=2000},0
20346,,20210,22,50000,{},活动期间内累计充值5000元,,,,,,,{4000=20000;521=888;6920=1;452=3000;124=1500;gold=100000000;9100=50;539=588;6218=1},0
,,20211,17,1,{},累计登录1天,,,,,,,{9100=1;2539=1;rmb=18888;gold=888888},0
,,20211,17,2,{},累计登录2天,,,,,,,{9100=1;2541=1;rmb=18888;gold=888888},0
,,20211,17,3,{},累计登录3天,,,,,,,{9100=3;rmb=18888;gold=888888},0
,,20212,22,60,{},活动期间内累计充值6元,,,,,,,{gold=10},0
,,20213,22,60,{},每日充值6元,,,,,,,{453=100;8193=1;19=10;gold=10000000;500=100;9100=1},0
,,20213,22,180,{},每日充值18元,,,,,,,{rmb=50000;16=100;963=5;gold=15000000;6105=1;501=50},0
,,20213,22,300,{},每日充值30元,,,,,,,{6914=1;9016=3;gold=20000000;521=288;994=2;605=200},0
,,20213,22,680,{},每日充值68元,,,,,,,{9016=5;124=500;gold=30000000;539=188;9403=1;452=500},0
,,20213,22,1000,{},每日充值100元,,,,,,,{994=5;4000=5000;gold=40000000;7325=5;2103=3000;2153=10},0
